Rank,Term,P-value,Z-score,Combined Score,Overlapping Genes,Adjusted P-value,Old P-value,Old Adjusted P-value,Category
93,Response To Organic Cyclic Compound (GO:0014070),0.0007281835746025662,7.71197056290613,55.7186586223208,"['IGFBP5', 'KYNU', 'IL1B', 'CCL3', 'CCL2']",0.015167908926296006,0,0,GO_Biological_Process_2023
94,Regulation Of Bone Mineralization (GO:0030500),0.0007281835746025662,7.71197056290613,55.7186586223208,"['SRGN', 'CCNA2', 'GREM1', 'OSR2', 'CCL3']",0.015167908926296006,0,0,GO_Biological_Process_2023
95,Defense Response To Protozoan (GO:0042832),0.0007497278203549259,20.310699588477366,146.15173866914958,"['BATF2', 'GBP2', 'GBP1']",0.015452284971104683,0,0,GO_Biological_Process_2023
96,Mitotic Cytokinesis (GO:0000281),0.0007877291971046,7.568772091593669,54.08914125466575,"['ANLN', 'KIF4A', 'NUSAP1', 'KIF20A', 'CEP55']",0.016066393415945904,0,0,GO_Biological_Process_2023
97,Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),0.0008284425513110656,4.958375414803059,35.18444880140406,"['MMP12', 'OSR2', 'CDH3', 'FZD7', 'WNT5A', 'CLDN1', 'NME1']",0.016588980039472852,0,0,GO_Biological_Process_2023
98,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),0.000830296243037967,2.6302212351584524,18.65807402606583,"['LYN', 'F10', 'WNT5A', 'LPAR1', 'AGT', 'BST2', 'IL1B', 'UBD', 'CASP1', 'CCL3', 'S100A12', 'S100A9', 'FERMT2', 'S100A8', 'TRIM22', 'BIRC3']",0.016588980039472852,0,0,GO_Biological_Process_2023
99,Response To Retinoic Acid (GO:0032526),0.0008508334526321711,7.430780837419841,52.53037555130859,"['LYN', 'FZD7', 'WNT5A', 'HSD17B2', 'TRIM16']",0.016827594952058496,0,0,GO_Biological_Process_2023
100,Neutral Amino Acid Transport (GO:0015804),0.0008666662456417559,10.516129032258064,74.14771788210368,"['SLC7A5', 'SLC6A14', 'SLC7A11', 'SLC38A5']",0.01696932508966558,0,0,GO_Biological_Process_2023
101,Regulation Of Response To Cytokine Stimulus (GO:0060759),0.0009143919844802668,18.74738841405508,131.18018629085324,"['WNT5A', 'PARP9', 'CD24']",0.017726529758538244,0,0,GO_Biological_Process_2023
102,Negative Regulation Of Apoptotic Process (GO:0043066),0.0009751572567086699,2.6818042770933563,18.59271254755844,"['STIL', 'FCMR', 'WNT5A', 'KIF14', 'SOD2', 'GREM1', 'SOCS3', 'CEACAM6', 'LAMP3', 'ZC3H12A', 'CDK1', 'CCL2', 'PPARGC1A', 'MAD2L1', 'BIRC3']",0.018719195182701723,0,0,GO_Biological_Process_2023
103,Positive Regulation Of Cellular Component Biogenesis (GO:0044089),0.001017532669551617,5.6514367816091955,38.94051607765992,"['SMPD3', 'MMP1', 'PLEK', 'MMP3', 'WARS1', 'PFN2']",0.019000043561679485,0,0,GO_Biological_Process_2023
104,Regulation Of Cell Migration (GO:0030334),0.0010186733441680366,2.7778735632183906,19.137476949211962,"['F10', 'IGFBP5', 'KIF14', 'SEMA3G', 'NEXN', 'SOD2', 'CLDN1', 'BST2', 'CCNA2', 'CEACAM6', 'PLAU', 'IL1B', 'CCL3', 'FERMT2']",0.019000043561679485,0,0,GO_Biological_Process_2023
105,Regulation Of Angiogenesis (GO:0045765),0.0010188991695486956,3.7893309222423146,26.104823800914208,"['CXCL10', 'CXCL8', 'STAT1', 'IL1B', 'ZC3H12A', 'WNT5A', 'GLUL', 'HK2', 'WARS1']",0.019000043561679485,0,0,GO_Biological_Process_2023
106,Regulation Of Defense Response To Virus By Host (GO:0050691),0.0010723681101780145,9.87778612572001,67.5431743628014,"['STAT1', 'ZC3H12A', 'PARP9', 'TRIM22']",0.019808459997439173,0,0,GO_Biological_Process_2023
107,NAD Biosynthetic Process (GO:0009435),0.00110029148524434,17.40740740740741,118.58239516357604,"['KYNU', 'NAMPT', 'PARP9']",0.019947877112114976,0,0,GO_Biological_Process_2023
108,T Cell Migration (GO:0072678),0.00110029148524434,17.40740740740741,118.58239516357604,"['CXCL10', 'CXCL11', 'CCL3']",0.019947877112114976,0,0,GO_Biological_Process_2023
109,Positive Regulation Of Cellular Process (GO:0048522),0.0011451073644264907,2.4672791808253804,16.709048403065154,"['LYN', 'OSR2', 'KIF14', 'TTK', 'FOXM1', 'CDC25B', 'GREM1', 'CDH3', 'CEACAM6', 'PRC1', 'IL1B', 'NAMPT', 'CXCR2', 'CHP2', 'IL7R', 'S100A9', 'S100A8']",0.020569910271074028,0,0,GO_Biological_Process_2023
110,Carboxylic Acid Transmembrane Transport (GO:1905039),0.0013100971839466314,9.312396694214875,61.81246677863323,"['SLC7A5', 'ABCC1', 'SLC6A14', 'SLC7A11']",0.02331972987425004,0,0,GO_Biological_Process_2023
111,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),0.0013353184385967566,4.015167042426727,26.57472630601185,"['CDH3', 'CEACAM6', 'CLDN8', 'NEXN', 'GPC4', 'CLDN1', 'SELE', 'MPZL2']",0.02355453606101306,0,0,GO_Biological_Process_2023
112,Endothelial Cell Migration (GO:0043542),0.001441759131814848,9.05325987144169,59.22544191401156,"['STAT1', 'S100A12', 'S100P', 'S100A9']",0.025205039107977435,0,0,GO_Biological_Process_2023
113,Regulation Of Endothelial Cell-Matrix Adhesion Via Fibronectin (GO:1904904),0.0014703585566770649,53.96448087431694,351.9697809769996,"['MMP12', 'GFUS']",0.025254053105032398,0,0,GO_Biological_Process_2023
114,Interleukin-27-Mediated Signaling Pathway (GO:0070106),0.0014703585566770649,53.96448087431694,351.9697809769996,"['OAS2', 'STAT1']",0.025254053105032398,0,0,GO_Biological_Process_2023
115,Regulation Of Smooth Muscle Cell Migration (GO:0014910),0.001539708428126195,15.229938271604938,98.63155073887744,"['IGFBP5', 'PLAU', 'S100A11']",0.026215209584965996,0,0,GO_Biological_Process_2023
116,Hemopoiesis (GO:0030097),0.0015597418768629682,5.173421052631579,33.43703568062945,"['LYN', 'MELK', 'IFI16', 'WNT5A', 'PLEK', 'IL7R']",0.026327367197393897,0,0,GO_Biological_Process_2023
117,Amino Acid Transmembrane Transport (GO:0003333),0.0017322437762537658,8.575902566333188,54.528484859163974,"['SLC7A5', 'SLC6A14', 'SLC7A11', 'SLC38A5']",0.028989173623118578,0,0,GO_Biological_Process_2023
118,Negative Regulation Of MAPK Cascade (GO:0043409),0.0019018898141959233,4.963383838383838,31.095139384118458,"['LYN', 'DUSP5', 'IL1B', 'FOXM1', 'GBP1', 'AGT']",0.03155847674742049,0,0,GO_Biological_Process_2023
119,Second-Messenger-Mediated Signaling (GO:0019932),0.0019348351274662858,6.096178856753577,38.08729880222781,"['CXCL8', 'NOS2', 'FPR1', 'CCL3', 'SELE']",0.031570059829824894,0,0,GO_Biological_Process_2023
120,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),0.0019348351274662858,6.096178856753577,38.08729880222781,"['ZC3H12A', 'CHP2', 'CDK1', 'PARP9', 'FERMT2']",0.031570059829824894,0,0,GO_Biological_Process_2023
121,Mitotic Spindle Assembly (GO:0090307),0.002061013288211764,8.146280991735537,50.38114344597026,"['TPX2', 'PRC1', 'KIF4A', 'KIF11']",0.033307683400044696,0,0,GO_Biological_Process_2023
122,Negative Regulation Of Biomineral Tissue Development (GO:0070168),0.0020753510596554915,13.536351165980795,83.6225007522316,"['SRGN', 'GREM1', 'CCL3']",0.033307683400044696,0,0,GO_Biological_Process_2023
123,Macrophage Derived Foam Cell Differentiation (GO:0010742),0.0021876559532571288,40.471311475409834,247.8837332475093,"['STAT1', 'WNT5A']",0.03454379319739886,0,0,GO_Biological_Process_2023
124,Regulation Of Cell Adhesion Molecule Production (GO:0060353),0.0021876559532571288,40.471311475409834,247.8837332475093,"['CXCL8', 'IL1B']",0.03454379319739886,0,0,GO_Biological_Process_2023
125,Regulation Of Fat Cell Differentiation (GO:0045598),0.002316829673777635,5.83402489626556,35.398270125147924,"['ZC3H12A', 'WNT5A', 'ADIRF', 'TRIB2', 'FERMT2']",0.03629082001005288,0,0,GO_Biological_Process_2023
126,Cellular Response To Interferon-Beta (GO:0035458),0.002381369521430337,12.823261858349577,77.4535214279562,"['IFI16', 'STAT1', 'IRF1']",0.036714342700477166,0,0,GO_Biological_Process_2023
127,Dendritic Cell Differentiation (GO:0097028),0.002381369521430337,12.823261858349577,77.4535214279562,"['LYN', 'BATF2', 'UBD']",0.036714342700477166,0,0,GO_Biological_Process_2023
128,Amino Acid Transport (GO:0006865),0.002430524775767497,7.757575757575758,46.69787607535782,"['SLC7A5', 'SLC6A14', 'SLC7A11', 'SLC38A5']",0.03717943367931843,0,0,GO_Biological_Process_2023
129,Positive Regulation Of Gene Expression (GO:0010628),0.0025938872350544455,2.497706082581027,14.872834808403258,"['OSR2', 'FOXD1', 'CXCL8', 'WNT5A', 'AGT', 'WARS1', 'PLSCR1', 'CDH3', 'IFI16', 'IL1B', 'LAMP3', 'ZC3H12A', 'CCL3', 'PPARGC1A']",0.03916308951601007,0,0,GO_Biological_Process_2023
130,Regulation Of Immune Response (GO:0050776),0.0026002051261906586,5.67139234670355,33.75706270051982,"['LYN', 'PLSCR1', 'FCGR3B', 'IRF1', 'BIRC3']",0.03916308951601007,0,0,GO_Biological_Process_2023
131,Regulation Of T Cell Migration (GO:2000404),0.002713895593200053,12.181481481481482,71.98488351260899,"['GPR15LG', 'CXCL10', 'CCL20']",0.039334824482457426,0,0,GO_Biological_Process_2023
132,Cellular Response To Organic Cyclic Compound (GO:0071407),0.0027962143996276704,3.960842591256673,23.287729561611517,"['IGFBP5', 'IL1B', 'P2RY2', 'AQP9', 'ZC3H12A', 'CCL3', 'CCL2']",0.039334824482457426,0,0,GO_Biological_Process_2023
133,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),0.0027962143996276704,3.960842591256673,23.287729561611517,"['IL1B', 'WNT5A', 'S100A12', 'S100A9', 'TRIM22', 'S100A8', 'AGT']",0.039334824482457426,0,0,GO_Biological_Process_2023
134,Regulation Of MAP Kinase Activity (GO:0043405),0.0028770953724676163,4.547685185185185,26.60838798330774,"['LYN', 'IL1B', 'S100A12', 'CD24', 'TRIB2', 'AGT']",0.039334824482457426,0,0,GO_Biological_Process_2023
135,Regulation Of Apoptotic Process (GO:0042981),0.0028887488902275696,2.191105492990117,12.811244341493312,"['TOP2A', 'STIL', 'FCMR', 'STAT1', 'WNT5A', 'KIF14', 'AGT', 'NME1', 'GREM1', 'SOCS3', 'CXCL10', 'LGALS2', 'MELK', 'SCIN', 'UBD', 'CDK1', 'MAD2L1', 'BIRC3']",0.039334824482457426,0,0,GO_Biological_Process_2023
136,Regulation Of Lymphocyte Apoptotic Process (GO:0070228),0.0030379098552341284,32.37540983606557,187.66683275510053,"['LYN', 'CD274']",0.039334824482457426,0,0,GO_Biological_Process_2023
137,Arginine Catabolic Process (GO:0006527),0.0030379098552341284,32.37540983606557,187.66683275510053,"['ARG2', 'NOS2']",0.039334824482457426,0,0,GO_Biological_Process_2023
138,Aromatic Amino Acid Transport (GO:0015801),0.0030379098552341284,32.37540983606557,187.66683275510053,"['SLC7A5', 'SLC38A5']",0.039334824482457426,0,0,GO_Biological_Process_2023
139,Estrogen Biosynthetic Process (GO:0006703),0.0030379098552341284,32.37540983606557,187.66683275510053,"['HSD17B2', 'HSD3B1']",0.039334824482457426,0,0,GO_Biological_Process_2023
140,Sulfur Amino Acid Transport (GO:0000101),0.0030379098552341284,32.37540983606557,187.66683275510053,"['SLC7A5', 'SLC7A11']",0.039334824482457426,0,0,GO_Biological_Process_2023
141,Foam Cell Differentiation (GO:0090077),0.0030379098552341284,32.37540983606557,187.66683275510053,"['STAT1', 'WNT5A']",0.039334824482457426,0,0,GO_Biological_Process_2023
142,Fructose Metabolic Process (GO:0006000),0.0030379098552341284,32.37540983606557,187.66683275510053,"['ALDOC', 'FBP1']",0.039334824482457426,0,0,GO_Biological_Process_2023
143,Tryptophan Catabolic Process (GO:0006569),0.0030379098552341284,32.37540983606557,187.66683275510053,"['KYNU', 'IDO1']",0.039334824482457426,0,0,GO_Biological_Process_2023
144,Tryptophan Metabolic Process (GO:0006568),0.0030379098552341284,32.37540983606557,187.66683275510053,"['KYNU', 'IDO1']",0.039334824482457426,0,0,GO_Biological_Process_2023
145,Negative Regulation Of Leukocyte Proliferation (GO:0070664),0.0030379098552341284,32.37540983606557,187.66683275510053,"['GREM1', 'LYN']",0.039334824482457426,0,0,GO_Biological_Process_2023
146,Regulation Of Alpha-Beta T Cell Differentiation (GO:0046637),0.0030379098552341284,32.37540983606557,187.66683275510053,"['PNP', 'PRDM1']",0.039334824482457426,0,0,GO_Biological_Process_2023
147,Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000116),0.003073660952919298,11.60082304526749,67.10943806934256,"['IFI16', 'PSMB9', 'BIRC3']",0.039334824482457426,0,0,GO_Biological_Process_2023
148,Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114),0.003073660952919298,11.60082304526749,67.10943806934256,"['IL1RN', 'CEACAM6', 'IL1B']",0.039334824482457426,0,0,GO_Biological_Process_2023
149,Regulation Of Viral Life Cycle (GO:1903900),0.003073660952919298,11.60082304526749,67.10943806934256,"['LAMP3', 'KPNA2', 'TRIM22']",0.039334824482457426,0,0,GO_Biological_Process_2023
150,Eosinophil Chemotaxis (GO:0048245),0.003073660952919298,11.60082304526749,67.10943806934256,"['CCL8', 'CCL3', 'CCL2']",0.039334824482457426,0,0,GO_Biological_Process_2023
151,Eosinophil Migration (GO:0072677),0.003073660952919298,11.60082304526749,67.10943806934256,"['CCL8', 'CCL3', 'CCL2']",0.039334824482457426,0,0,GO_Biological_Process_2023
152,Negative Regulation Of Ossification (GO:0030279),0.003073660952919298,11.60082304526749,67.10943806934256,"['SRGN', 'GREM1', 'CCL3']",0.039334824482457426,0,0,GO_Biological_Process_2023
153,Protein Kinase B Signaling (GO:0043491),0.003073660952919298,11.60082304526749,67.10943806934256,"['IL1B', 'CCL3', 'CCL2']",0.039334824482457426,0,0,GO_Biological_Process_2023
154,Cytoskeleton-Dependent Cytokinesis (GO:0061640),0.003241086194113645,5.371806071194584,30.790369225938736,"['ANLN', 'KIF4A', 'NUSAP1', 'KIF20A', 'CEP55']",0.04120809589658777,0,0,GO_Biological_Process_2023
155,Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),0.003273214485764704,4.424099099099099,25.314618745944568,"['CCND1', 'IL1B', 'WNT5A', 'S100A12', 'CD24', 'FERMT2']",0.0413480900846922,0,0,GO_Biological_Process_2023
156,Mitotic Metaphase Plate Congression (GO:0007080),0.0033014024401746434,7.081566654689184,40.45987900324554,"['CENPE', 'CCNB1', 'KIF14', 'CEP55']",0.041436833191422766,0,0,GO_Biological_Process_2023
157,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),0.0033353197401437148,3.1541610557500674,17.98876947776498,"['LYN', 'CCNA2', 'CCL8', 'CCL20', 'IL1B', 'CCL3', 'CCL2', 'GBP1', 'FERMT2']",0.0415958984152955,0,0,GO_Biological_Process_2023
158,Cellular Response To Organic Substance (GO:0071310),0.0034175975021684757,5.301772915880799,30.10780060107018,"['IGFBP5', 'IL1B', 'CASP1', 'CCL3', 'CCL2']",0.042095275549418866,0,0,GO_Biological_Process_2023
159,Positive Regulation Of Programmed Cell Death (GO:0043068),0.0034263579304972544,3.140635056854752,17.827053012906152,"['TOP2A', 'GBP5', 'LGALS2', 'MELK', 'SCIN', 'NOS2', 'UBD', 'GBP2', 'GBP1']",0.042095275549418866,0,0,GO_Biological_Process_2023
160,Regulation Of Monocyte Chemotaxis (GO:0090025),0.0034613582040124813,11.072951739618405,62.74038787705008,"['LYN', 'GREM1', 'CXCL10']",0.042095275549418866,0,0,GO_Biological_Process_2023
161,Positive Regulation Of T Cell Migration (GO:2000406),0.0034613582040124813,11.072951739618405,62.74038787705008,"['CXCL10', 'CCL20', 'WNT5A']",0.042095275549418866,0,0,GO_Biological_Process_2023
162,Metaphase Plate Congression (GO:0051310),0.0035483077551206497,6.930543344469844,39.09716659219246,"['CENPE', 'CCNB1', 'KIF14', 'CEP55']",0.04236333283247703,0,0,GO_Biological_Process_2023
163,Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),0.0035483077551206497,6.930543344469844,39.09716659219246,"['PLEK', 'LPAR1', 'FERMT2', 'PFN2']",0.04236333283247703,0,0,GO_Biological_Process_2023
164,Regulated Exocytosis (GO:0045055),0.0035483077551206497,6.930543344469844,39.09716659219246,"['LYN', 'RAB31', 'SCIN', 'PLEK']",0.04236333283247703,0,0,GO_Biological_Process_2023
165,Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),0.0036009154727638837,5.233535482498138,29.446838917645774,"['GNA15', 'CXCR2', 'FPR1', 'LPAR1', 'AGT']",0.04247344876910653,0,0,GO_Biological_Process_2023
166,Regulation Of Cell Division (GO:0051302),0.0036009154727638837,5.233535482498138,29.446838917645774,"['GPR15LG', 'PRC1', 'SUSD2', 'KIF20A', 'AURKA']",0.04247344876910653,0,0,GO_Biological_Process_2023
167,Regulation Of Protein Localization To Nucleus (GO:1900180),0.0038074623396733517,6.785812672176308,37.80235341996245,"['CDK1', 'PARP9', 'GLUL', 'FERMT2']",0.04394854418806778,0,0,GO_Biological_Process_2023
168,L-amino Acid Transport (GO:0015807),0.003877641924210517,10.59098228663446,58.806726346392246,"['SLC7A5', 'SLC7A11', 'SLC38A5']",0.04394854418806778,0,0,GO_Biological_Process_2023
169,Spindle Assembly Checkpoint Signaling (GO:0071173),0.003877641924210517,10.59098228663446,58.806726346392246,"['CDC20', 'TTK', 'MAD2L1']",0.04394854418806778,0,0,GO_Biological_Process_2023
170,Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),0.003877641924210517,10.59098228663446,58.806726346392246,"['CDC20', 'TTK', 'MAD2L1']",0.04394854418806778,0,0,GO_Biological_Process_2023
171,Mitotic Spindle Checkpoint Signaling (GO:0071174),0.003877641924210517,10.59098228663446,58.806726346392246,"['CDC20', 'TTK', 'MAD2L1']",0.04394854418806778,0,0,GO_Biological_Process_2023
172,Positive Regulation Of Protein Localization (GO:1903829),0.00398855032298068,5.102178423236515,28.186104275800336,"['WNT5A', 'CDK1', 'PDZK1', 'PARP9', 'FERMT2']",0.04394854418806778,0,0,GO_Biological_Process_2023
173,Regulation Of Gap Junction Assembly (GO:1903596),0.004017767829246238,26.97814207650273,148.83918672360818,"['IL1B', 'AGT']",0.04394854418806778,0,0,GO_Biological_Process_2023
174,Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047),0.004017767829246238,26.97814207650273,148.83918672360818,"['CCNB1', 'CDK1']",0.04394854418806778,0,0,GO_Biological_Process_2023
175,"Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)",0.004017767829246238,26.97814207650273,148.83918672360818,"['ALDOC', 'FBP1']",0.04394854418806778,0,0,GO_Biological_Process_2023
176,Kynurenine Metabolic Process (GO:0070189),0.004017767829246238,26.97814207650273,148.83918672360818,"['KYNU', 'IDO1']",0.04394854418806778,0,0,GO_Biological_Process_2023
177,Nicotinamide Nucleotide Biosynthetic Process (GO:0019359),0.004017767829246238,26.97814207650273,148.83918672360818,"['KYNU', 'NAMPT']",0.04394854418806778,0,0,GO_Biological_Process_2023
178,Positive Regulation Of Epithelial Cell Proliferation Involved In Wound Healing (GO:0060054),0.004017767829246238,26.97814207650273,148.83918672360818,"['MMP12', 'FZD7']",0.04394854418806778,0,0,GO_Biological_Process_2023
179,Regulation Of RNA Biosynthetic Process (GO:2001141),0.004017767829246238,26.97814207650273,148.83918672360818,"['CXCL8', 'IL1B']",0.04394854418806778,0,0,GO_Biological_Process_2023
180,Carboxylic Acid Transport (GO:0046942),0.004079147181625662,6.646989374262102,36.5708537244881,"['SLC7A5', 'ABCC1', 'SLC6A14', 'SLC38A5']",0.044238460733173675,0,0,GO_Biological_Process_2023
181,Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),0.004112053040570791,3.6794871794871793,20.21448754496228,"['CXCL10', 'CXCL11', 'CXCL9', 'GNA15', 'RGS1', 'FPR1', 'LPAR1']",0.044238460733173675,0,0,GO_Biological_Process_2023
182,Nitrogen Compound Transport (GO:0071705),0.004112053040570791,3.6794871794871793,20.21448754496228,"['SLC7A5', 'SLC26A2', 'ABCC1', 'TCN1', 'AQP9', 'SLC6A14', 'SLC38A5']",0.044238460733173675,0,0,GO_Biological_Process_2023
183,Activation Of Phospholipase C Activity (GO:0007202),0.004323129692427572,10.14917695473251,55.249842609023695,"['GNA15', 'LPAR1', 'SELE']",0.04575506993390911,0,0,GO_Biological_Process_2023
184,Amino Acid Import Across Plasma Membrane (GO:0089718),0.004323129692427572,10.14917695473251,55.249842609023695,"['SLC7A5', 'SLC6A14', 'SLC38A5']",0.04575506993390911,0,0,GO_Biological_Process_2023
185,Positive Regulation Of Mitotic Cell Cycle (GO:0045931),0.004323129692427572,10.14917695473251,55.249842609023695,"['CCNB1', 'AURKA', 'CDC25B']",0.04575506993390911,0,0,GO_Biological_Process_2023
186,Regulation Of Type II Interferon Production (GO:0032649),0.004405145292203258,4.977229025402287,27.001378055169436,"['SLC7A5', 'CD274', 'FZD5', 'IL1B', 'ZC3H12A']",0.046372443452333226,0,0,GO_Biological_Process_2023
187,Regulation Of Endothelial Cell Migration (GO:0010594),0.004624661837460046,4.91701244813278,26.435589841888522,"['ZC3H12A', 'WNT5A', 'GFUS', 'GLUL', 'AGT']",0.04842292982752284,0,0,GO_Biological_Process_2023
188,Response To Peptide Hormone (GO:0043434),0.004661211630012741,6.3856749311294765,34.281367248780604,"['IGFBP5', 'STAT1', 'SLC2A1', 'TRIM16']",0.048546023253005034,0,0,GO_Biological_Process_2023
189,Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),0.004798403093444558,9.742716049382716,52.020960575413184,"['CDC20', 'TTK', 'MAD2L1']",0.04971044051303939,0,0,GO_Biological_Process_2023
190,Regulation Of Tumor Necrosis Factor Production (GO:0032680),0.004890339023495655,4.056404958677686,21.58207681611839,"['ARG2', 'FZD5', 'OAS2', 'ZC3H12A', 'WNT5A', 'CCL3']",0.050396230568444694,0,0,GO_Biological_Process_2023
191,Regulation Of Complement Activation (GO:0030449),0.005123939186730995,23.12295081967213,121.94655249487906,"['CFH', 'IL1B']",0.05092727374426035,0,0,GO_Biological_Process_2023
192,Regulation Of Mast Cell Activation (GO:0033003),0.005123939186730995,23.12295081967213,121.94655249487906,"['LYN', 'PLSCR1']",0.05092727374426035,0,0,GO_Biological_Process_2023
193,Type II Interferon-Mediated Signaling Pathway (GO:0060333),0.005123939186730995,23.12295081967213,121.94655249487906,"['STAT1', 'IRF1']",0.05092727374426035,0,0,GO_Biological_Process_2023
194,Kinetochore Assembly (GO:0051382),0.005123939186730995,23.12295081967213,121.94655249487906,"['CENPE', 'DLGAP5']",0.05092727374426035,0,0,GO_Biological_Process_2023
195,Myeloid Dendritic Cell Differentiation (GO:0043011),0.005123939186730995,23.12295081967213,121.94655249487906,"['BATF2', 'UBD']",0.05092727374426035,0,0,GO_Biological_Process_2023
196,Positive Regulation Of RNA Biosynthetic Process (GO:1902680),0.005123939186730995,23.12295081967213,121.94655249487906,"['TOP2A', 'IL1B']",0.05092727374426035,0,0,GO_Biological_Process_2023
197,Positive Regulation Of T Cell Apoptotic Process (GO:0070234),0.005123939186730995,23.12295081967213,121.94655249487906,"['CD274', 'IDO1']",0.05092727374426035,0,0,GO_Biological_Process_2023
198,Regulation Of Cell Cycle Process (GO:0010564),0.005473396795586558,3.9576612903225805,20.610929577863192,"['CDCA2', 'PRC1', 'KIF20A', 'KIF11', 'MKI67', 'AURKA']",0.05412581275635596,0,0,GO_Biological_Process_2023
